"","X.1","X","gbifID","kingdom","phylum","class","order","family","genus","species","taxonRank","stateProvince","countryCode","occurrenceStatus","day","month","year","geometry","raster_label"
"989",13647,1333235,3746954376,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia azaleella","SPECIES","Washington","US","PRESENT",18,8,2020,c(547229.40764241, 5283025.43019671),"Building"
"990",13654,1333929,4091710244,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",15,4,2023,c(554117.675078684, 5268422.02054185),"Road"
"991",13668,1335282,4177300646,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",10,8,2023,c(547226.399292581, 5283026.29492458),"Tree Canopy"
"992",13687,1337442,3985704831,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",27,9,2022,c(547232.789327437, 5283024.7907978),"Tree Canopy"
"993",13691,1337716,3881352722,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",26,7,2022,c(552357.381830745, 5286195.41592921),"Tree Canopy"
"994",13694,1337870,4133652924,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",1,6,2023,c(552359.411534262, 5279889.88344757),"Tree Canopy"
"995",13720,1339955,3925106173,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",7,10,2022,c(555619.078875694, 5263708.8565191),"Tree Canopy"
"996",13729,1340616,4416822162,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Euzophera","Euzophera semifuneralis","SPECIES","Washington","US","PRESENT",19,9,2023,c(547231.191092671, 5283018.33130054),"Tree Canopy"
"997",13737,1341308,2851324446,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",18,8,2020,c(554505.795141623, 5282655.30099924),"Tree Canopy"
"998",13756,1343134,4171659922,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Scoparia","Scoparia biplagialis","SPECIES","Washington","US","PRESENT",28,7,2023,c(544999.459821926, 5269409.8275753),"Tree Canopy"
"999",13766,1344230,3398957701,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",23,6,2021,c(556476.442049297, 5272682.63057997),"Unclassified"
"1000",13787,1345999,4852937372,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",13,4,2024,c(550509.332496049, 5273872.39010504),"Road"
"1001",13817,1348881,2850955875,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",29,7,2020,c(547235.771427152, 5283017.9239377),"Tree Canopy"
"1002",13818,1349192,3302498539,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",5,6,2021,c(548705.636648018, 5279698.09604096),"Tree Canopy"
"1003",13826,1349751,3892581333,"Animalia","Arthropoda","Insecta","Lepidoptera","Plutellidae","Plutella","Plutella xylostella","SPECIES","Washington","US","PRESENT",7,8,2020,c(547236.961942612, 5283019.15622728),"Tree Canopy"
"1004",13834,1350510,4430745326,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",15,10,2023,c(552461.80998908, 5260887.39293345),"Unclassified"
"1005",13835,1350828,3915361557,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Smerinthus","Smerinthus cerisyi","SPECIES","Washington","US","PRESENT",11,8,2022,c(550334.551010926, 5280941.5811945),"Tree Canopy"
"1006",13838,1351048,4138645243,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",25,6,2023,c(555490.569714961, 5280521.88841732),"Grass/Shrub"
"1007",13848,1351628,3302476320,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",2,6,2021,c(552774.092992802, 5278303.99639438),"Tree Canopy"
"1008",13849,1351655,3399079660,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",19,6,2021,c(553423.144984324, 5282652.36327871),"Grass/Shrub"
"1009",13877,1354424,4436173370,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",26,10,2023,c(552526.108390462, 5277648.54006129),"Building"
"1010",13883,1354779,4177142466,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spilosoma","Spilosoma virginica","SPECIES","Washington","US","PRESENT",6,8,2021,c(548572.316128759, 5279444.45668584),"Tree Canopy"
"1011",13903,1356977,2856777389,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",26,8,2020,c(547238.6904579, 5283046.51236668),"Grass/Shrub"
"1012",13911,1357551,3859582927,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Oecophora","Oecophora bractella","SPECIES","Washington","US","PRESENT",15,6,2022,c(548088.214928416, 5283472.50345846),"Building"
"1013",13942,1361234,3090610771,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",20,6,2020,c(553078.420503689, 5278274.97538061),"Tree Canopy"
"1014",13970,1363552,2802674431,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllocnistis","Phyllocnistis populiella","SPECIES","Washington","US","PRESENT",14,6,2020,c(553021.377480162, 5278370.59817129),"Road"
"1015",13987,1364906,2862437393,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",9,9,2020,c(547233.159048828, 5283025.46068271),"Tree Canopy"
"1016",13994,1365687,4129884111,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",18,6,2020,c(554145.47543454, 5277886.3382573),"Tree Canopy"
"1017",13997,1366135,3859323541,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",5,8,2020,c(553908.996267154, 5282655.84860527),"Tree Canopy"
"1018",14002,1366563,4028679847,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",18,6,2022,c(547226.386577325, 5283018.62569865),"Building"
"1019",14009,1367231,2611263646,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",27,4,2020,c(547717.78992419, 5279916.87089887),"Road"
"1020",14012,1367340,2963878426,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",19,8,2020,c(553924.345145919, 5282659.54773432),"Tree Canopy"
"1021",14022,1368486,2818762490,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",26,6,2020,c(547713.804595352, 5277921.20971992),"Water"
"1022",14034,1369637,2856657836,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",22,8,2020,c(552463.161394511, 5280023.52849914),"Tree Canopy"
"1023",14035,1369773,4172091688,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",7,8,2023,c(552940.21734928, 5278129.22493024),"Grass/Shrub"
"1024",14038,1369983,3118517602,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Paonias","Paonias excaecata","SPECIES","Washington","US","PRESENT",19,5,2021,c(554021.24469964, 5267111.9382626),"Building"
"1025",14039,1370088,4028741557,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",20,7,2021,c(547238.151554255, 5283020.49965648),"Tree Canopy"
"1026",14063,1372472,3301958581,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",30,5,2021,c(545602.871499086, 5264878.30245022),"Tree Canopy"
"1027",14070,1373490,4413585806,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",20,7,2023,c(547228.508207996, 5283025.31174106),"Building"
"1028",14082,1374260,3985651858,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",27,9,2022,c(551408.725595857, 5277026.03527779),"Tree Canopy"
"1029",14113,1377375,3902644514,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",31,7,2020,c(547225.310896494, 5283021.7290658),"Building"
"1030",14116,1377559,3902786550,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua comes","SPECIES","Washington","US","PRESENT",17,7,2020,c(547225.245802013, 5283020.50592313),"Building"
"1031",14154,1381854,4416728519,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",19,9,2023,c(547230.381201753, 5283025.66040157),"Grass/Shrub"
"1032",14155,1381871,3466131399,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",25,1,2022,c(547997.472500263, 5286635.33843172),"Grass/Shrub"
"1033",14164,1382450,4145261992,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",30,6,2023,c(543778.830030046, 5269390.65308821),"Tree Canopy"
"1034",14167,1382540,4172015622,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",1,8,2023,c(555531.640483118, 5281259.97550598),"Grass/Shrub"
"1035",14174,1383088,3383853094,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Aplocera","Aplocera plagiata","SPECIES","Washington","US","PRESENT",24,8,2021,c(543704.793854386, 5278124.91340139),"Grass/Shrub"
"1036",14182,1383952,4034769423,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",9,7,2021,c(547226.568241803, 5283014.73704018),"Building"
"1037",14185,1384163,4176972902,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe labradorensis","SPECIES","Washington","US","PRESENT",4,8,2023,c(547235.062752832, 5283022.03060627),"Tree Canopy"
"1038",14188,1384558,4102716422,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",25,7,2022,c(547231.659389448, 5283025.33734865),"Tree Canopy"
"1039",14195,1385154,2850662428,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",5,8,2020,c(543281.054901291, 5278273.23763859),"Tree Canopy"
"1040",14196,1385249,2868338940,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",29,8,2020,c(553319.885752149, 5278533.93351781),"Grass/Shrub"
"1041",14199,1385448,4054880372,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",16,6,2021,c(545593.719542293, 5267574.45570289),"Tree Canopy"
"1042",14201,1385688,3784748095,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",17,5,2022,c(553056.243049055, 5278977.78222352),"Grass/Shrub"
"1043",14205,1385930,3902731535,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",28,8,2022,c(552395.121381712, 5279817.73665491),"Tree Canopy"
"1044",14207,1386359,2981038415,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",16,7,2020,c(547219.72531932, 5283016.5709345),"Tree Canopy"
"1045",14211,1386605,2823431403,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ephestiodes","Ephestiodes gilvescentella","SPECIES","Washington","US","PRESENT",21,7,2020,c(547230.158826853, 5283025.32515435),"Grass/Shrub"
"1046",14223,1387417,3902343798,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",24,7,2022,c(552808.452195053, 5274247.99180945),"Road"
"1047",14229,1387946,4111890853,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",28,4,2023,c(556351.418095841, 5281323.32508271),"Grass/Shrub"
"1048",14252,1390253,4103172421,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",26,7,2022,c(547226.007823936, 5283019.06720785),"Building"
"1049",14271,1391531,4413388703,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",21,7,2023,c(547228.132164228, 5283025.41983202),"Building"
"1050",14278,1392381,2963901390,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rheumaptera","","GENUS","Washington","US","PRESENT",29,7,2020,c(553897.425646793, 5282657.40853635),"Tree Canopy"
"1051",14283,1392987,3355466934,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",25,8,2021,c(555796.371763085, 5281025.31753977),"Tree Canopy"
"1052",14300,1394584,4039174495,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",29,6,2021,c(547231.385469186, 5283022.11186814),"Tree Canopy"
"1053",14311,1395829,3859463799,"Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosoma","Malacosoma californica","SPECIES","Washington","US","PRESENT",14,6,2022,c(543728.506057139, 5279276.55353893),"Tree Canopy"
"1054",14316,1396464,4138284671,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",24,6,2023,c(545851.485123676, 5282114.55627738),"Tree Canopy"
"1055",14331,1398132,3902354824,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",16,8,2022,c(548531.364962834, 5279655.40440006),"Tree Canopy"
"1056",14340,1399251,3759617695,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",5,6,2021,c(545376.797748452, 5264448.19819205),"Tree Canopy"
"1057",14342,1399417,4102656438,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",24,7,2022,c(547237.576621061, 5283017.38287581),"Tree Canopy"
"1058",14377,1402439,2823259175,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",20,7,2020,c(547227.016605209, 5283014.96297688),"Building"
"1059",14394,1404053,3383847189,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",7,8,2021,c(553630.503088162, 5279540.67552127),"Tree Canopy"
"1060",14398,1404187,3773379838,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",29,4,2022,c(553107.498075783, 5278355.60034865),"Tree Canopy"
"1061",14410,1405475,3859098633,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",21,6,2022,c(553605.751620049, 5279546.11597774),"Tree Canopy"
"1062",14417,1406427,3321034353,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",29,6,2021,c(545646.005317737, 5265012.45536903),"Tree Canopy"
"1063",14429,1407405,2814120975,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",5,7,2020,c(555891.628948743, 5280681.22575017),"Tree Canopy"
"1064",14434,1408011,3889116683,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",6,8,2022,c(553120.354678061, 5278156.42997133),"Grass/Shrub"
"1065",14446,1409904,3759156675,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",2,8,2021,c(553638.049672306, 5279544.63526702),"Tree Canopy"
"1066",14447,1410317,4067653270,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",18,3,2023,c(553510.287831459, 5272255.19482877),"Tree Canopy"
"1067",14451,1410872,3892503322,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",15,8,2020,c(547236.784787667, 5283022.48918867),"Tree Canopy"
"1068",14463,1412041,2641364995,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",5,6,2020,c(555951.36074436, 5280784.83516503),"Tree Canopy"
"1069",14501,1415984,4405241449,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eudonia","Eudonia rectilinea","SPECIES","Washington","US","PRESENT",25,6,2023,c(548496.285970492, 5282528.81049712),"Building"
"1070",14524,1417794,3301929431,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",8,6,2021,c(547243.068090496, 5283006.42398694),"Tree Canopy"
"1071",14525,1417796,3307215523,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",10,6,2021,c(547303.978125529, 5284289.55391978),"Tree Canopy"
"1072",14526,1417822,3325744554,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",8,7,2021,c(547226.076530593, 5283019.84579306),"Building"
"1073",14532,1418528,4405387560,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",26,8,2023,c(550348.371865299, 5281157.21537735),"Road"
"1074",14536,1418725,2626590341,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",14,5,2020,c(546963.227223052, 5283893.55196901),"Grass/Shrub"
"1075",14547,1419794,4102631436,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",22,7,2022,c(552884.834951067, 5280537.07084251),"Building"
"1076",14558,1420989,2862549822,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",4,9,2020,c(555895.8651774, 5280873.10960381),"Tree Canopy"
"1077",14565,1421473,4075694539,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Scoparia","Scoparia biplagialis","SPECIES","Washington","US","PRESENT",25,8,2021,c(547237.413015167, 5283019.04874669),"Tree Canopy"
"1078",14575,1422341,3902865764,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",2,9,2022,c(556085.93963039, 5280599.2898571),"Tree Canopy"
"1079",14582,1423348,2802836647,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",25,6,2020,c(546509.088625298, 5284469.19572102),"Barren"
"1080",14591,1424432,3888868519,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",29,7,2022,c(547238.000594561, 5283020.60957623),"Tree Canopy"
"1081",14592,1424436,3881906534,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",31,7,2022,c(547228.658264257, 5283025.31296043),"Building"
"1082",14609,1426272,2580311178,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",19,3,2020,c(547225.637198234, 5283018.50846277),"Building"
"1083",14610,1426351,3912027644,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",1,7,2022,c(547174.913458413, 5283009.42708343),"Grass/Shrub"
"1084",14627,1427251,3399500333,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",27,10,2020,c(553042.887438102, 5275216.76600174),"Road"
"1085",14636,1428269,3384292518,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",17,8,2020,c(547227.381882943, 5283025.41373527),"Building"
"1086",14656,1430651,3124726936,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",22,5,2021,c(552972.42664922, 5275537.228831),"Road"
"1087",14659,1430804,2992699620,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",27,11,2020,c(544573.030353488, 5277901.53787681),"Tree Canopy"
"1088",14663,1431865,4112047840,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",26,4,2023,c(543320.6567318, 5278400.68191188),"Tree Canopy"
"1089",14671,1432605,4453785299,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dargida","Dargida procinctus","SPECIES","Washington","US","PRESENT",23,11,2023,c(555144.865432141, 5280460.24759958),"Tree Canopy"
"1090",14675,1433081,2823179436,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",21,7,2020,c(547233.684245724, 5283025.46495095),"Tree Canopy"
"1091",14677,1433170,2862325653,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",4,9,2020,c(553422.86491847, 5269207.98207438),"Tree Canopy"
"1092",14683,1433750,3398724877,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",22,9,2021,c(547236.824532165, 5283017.59905658),"Tree Canopy"
"1093",14691,1434382,3912203322,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",14,9,2022,c(550418.311859153, 5283451.79479614),"Parking Lot"
"1094",14708,1435780,2641476394,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe labradorensis","SPECIES","Washington","US","PRESENT",9,6,2020,c(547225.070385655, 5283014.39142912),"Building"
"1095",14712,1436080,3947188459,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",7,8,2021,c(547226.083755224, 5283018.95667813),"Building"
"1096",14733,1438307,2823160175,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",20,7,2020,c(547225.774611647, 5283020.06563319),"Building"
"1097",14783,1443206,4018431422,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",14,10,2022,c(553402.447800385, 5283843.01926428),"Tree Canopy"
"1098",14785,1443392,4137939631,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pasiphila","Pasiphila rectangulata","SPECIES","Washington","US","PRESENT",15,6,2023,c(547226.63160166, 5283025.40763862),"Tree Canopy"
"1099",14794,1443969,4607599844,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",7,4,2024,c(545404.421338387, 5270148.84708953),"Tree Canopy"
"1100",14796,1444313,3902758058,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",21,8,2022,c(557694.267015727, 5261682.86978972),"Unclassified"
"1101",14798,1444517,2823151130,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia unicolor","SPECIES","Washington","US","PRESENT",20,7,2020,c(547239.856374959, 5283013.8447106),"Tree Canopy"
"1102",14801,1444723,4400412477,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",3,6,2023,c(550677.907787834, 5274147.93965698),"Parking Lot"
"1103",14809,1444992,4076219508,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",17,7,2021,c(547237.545908919, 5283021.16161423),"Tree Canopy"
"1104",14848,1448389,3923614461,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Udea","Udea profundalis","SPECIES","Washington","US","PRESENT",11,9,2021,c(555468.653794485, 5280702.51849499),"Tree Canopy"
"1105",14857,1449863,3912254902,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",18,9,2022,c(550651.010871976, 5279139.187368),"Building"
"1106",14865,1450234,2802668698,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",16,6,2020,c(551856.621707581, 5285879.37235083),"Tree Canopy"
